FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
FL115255,CCU-HYD,CCU,HYD,2024-08-13,124,B787,90,60,327000,120690
FL115256,DEL-AMD,DEL,AMD,2024-06-16,167,B737,70,40,237160,165770
FL115257,GOI-BOM,GOI,BOM,2025-06-12,115,B787,180,35,142030,192224
FL115258,HYD-BOM,HYD,BOM,2025-10-19,175,Q400,78,71,452341,90162
FL115259,CCU-JAI,CCU,JAI,2025-04-21,180,A321,120,75,425775,181738
FL115260,BOM-MAA,BOM,MAA,2025-12-22,65,ATR72,180,132,405240,93673
FL115261,GOI-BOM,GOI,BOM,2025-08-15,115,B737,90,79,498016,124398
FL115262,BOM-JAI,BOM,JAI,2024-06-07,116,Q400,180,112,399392,177307
FL115263,BLR-JAI,BLR,JAI,2024-11-17,115,B787,90,69,179124,178130
FL115264,BOM-GOI,BOM,GOI,2025-10-28,75,A321,90,52,283816,179105
FL115265,BOM-HYD,BOM,HYD,2024-03-03,173,Q400,120,99,397089,89375
FL115266,AMD-PNQ,AMD,PNQ,2025-08-02,91,ATR72,150,141,845577,118634
FL115267,JAI-AMD,JAI,AMD,2024-06-23,162,B787,120,63,309330,192505
FL115268,BOM-GOI,BOM,GOI,2025-03-22,153,Q400,90,90,441540,134375
FL115269,JAI-PNQ,JAI,PNQ,2024-05-14,63,A320,70,42,272202,174130
FL115270,AMD-DEL,AMD,DEL,2025-06-09,106,A320,70,34,113322,119060
FL115271,HYD-DEL,HYD,DEL,2024-12-01,177,A321,150,82,335544,99075
FL115272,MAA-BOM,MAA,BOM,2025-06-23,136,ATR72,78,59,172811,117828
FL115273,BLR-HYD,BLR,HYD,2025-11-26,80,ATR72,78,48,202368,137337
FL115274,AMD-CCU,AMD,CCU,2025-05-08,83,A321,78,70,427980,170609
FL115275,BOM-HYD,BOM,HYD,2025-10-18,109,B787,90,47,119427,125647
FL115276,PNQ-HYD,PNQ,HYD,2024-08-04,149,B787,120,84,400680,177609
FL115277,JAI-DEL,JAI,DEL,2024-05-25,146,Q400,150,129,775032,183589
FL115278,BOM-MAA,BOM,MAA,2024-02-24,180,ATR72,90,61,345931,87713
FL115279,JAI-MAA,JAI,MAA,2025-08-19,102,ATR72,120,61,354288,117792
FL115280,HYD-PNQ,HYD,PNQ,2025-10-20,84,ATR72,180,126,752472,102705
FL115281,CCU-JAI,CCU,JAI,2024-03-06,72,B787,120,70,401590,164223
FL115282,AMD-MAA,AMD,MAA,2025-11-23,161,ATR72,120,110,476410,145072
FL115283,JAI-MAA,JAI,MAA,2024-07-02,95,Q400,120,106,346514,141032
FL115284,MAA-HYD,MAA,HYD,2024-05-09,64,Q400,180,130,634530,173328
FL115285,BOM-AMD,BOM,AMD,2025-11-12,143,B737,180,173,611728,145333
FL115286,PNQ-BLR,PNQ,BLR,2025-10-07,171,A320,90,43,205067,115753
FL115287,JAI-AMD,JAI,AMD,2025-02-25,73,B787,120,67,385987,169834
FL115288,PNQ-MAA,PNQ,MAA,2025-05-31,151,Q400,78,43,123109,81640
FL115289,DEL-BOM,DEL,BOM,2024-06-13,94,B787,120,58,160370,107864
FL115290,JAI-AMD,JAI,AMD,2025-04-23,161,B737,150,41,174496,146929
FL115291,BOM-JAI,BOM,JAI,2024-09-24,99,B737,180,54,185868,197549
FL115292,AMD-HYD,AMD,HYD,2025-01-15,162,B787,70,40,195880,123723
FL115293,AMD-BOM,AMD,BOM,2024-11-11,69,B787,150,44,195712,105869
FL115294,JAI-HYD,JAI,HYD,2024-10-15,106,A321,120,90,418770,182806
FL115295,PNQ-MAA,PNQ,MAA,2024-03-20,98,A320,120,68,276012,198665
FL115296,CCU-JAI,CCU,JAI,2025-12-27,145,B737,90,77,282590,97978
FL115297,AMD-BOM,AMD,BOM,2025-02-19,105,A320,150,39,195078,112656
FL115298,BOM-GOI,BOM,GOI,2024-04-11,101,Q400,150,135,397980,111306
FL115299,MAA-CCU,MAA,CCU,2025-12-12,81,A321,90,85,521475,183699
FL115300,CCU-HYD,CCU,HYD,2024-08-04,156,ATR72,120,40,171960,140003
FL115301,GOI-AMD,GOI,AMD,2025-10-24,134,B737,180,146,926954,115633
FL115302,BOM-AMD,BOM,AMD,2024-04-06,146,B787,150,116,597864,104471
FL115303,BLR-AMD,BLR,AMD,2025-10-10,128,Q400,90,54,251856,88058
FL115304,PNQ-GOI,PNQ,GOI,2025-09-03,158,B787,78,69,359214,152138
FL115305,AMD-MAA,AMD,MAA,2025-10-23,102,A320,180,153,454257,151749
FL115306,GOI-BOM,GOI,BOM,2024-12-31,100,A321,70,38,225150,184748
FL115307,PNQ-BLR,PNQ,BLR,2024-01-18,126,B787,180,39,233298,177150
FL115308,DEL-BLR,DEL,BLR,2024-01-20,170,A320,78,48,253488,111533
FL115309,CCU-GOI,CCU,GOI,2024-01-13,100,B737,78,48,291936,186141
FL115310,BOM-PNQ,BOM,PNQ,2024-12-16,163,A320,120,75,322275,168491
FL115311,AMD-CCU,AMD,CCU,2024-06-04,120,B737,90,78,348894,82374
FL115312,MAA-JAI,MAA,JAI,2024-06-11,118,A321,90,55,319165,135733
FL115313,DEL-GOI,DEL,GOI,2025-05-06,145,Q400,90,71,182115,156371
FL115314,HYD-JAI,HYD,JAI,2025-06-19,131,ATR72,90,43,128785,190207
FL115315,BOM-BLR,BOM,BLR,2025-08-13,130,A321,70,56,179928,90391
FL115316,GOI-MAA,GOI,MAA,2025-07-07,155,B787,70,58,287042,189676
FL115317,BLR-PNQ,BLR,PNQ,2024-10-08,62,A320,150,44,167992,159019
FL115318,BOM-GOI,BOM,GOI,2025-07-06,118,A321,150,121,724548,85612
FL115319,JAI-BOM,JAI,BOM,2025-01-25,164,Q400,90,57,242763,154233
FL115320,JAI-GOI,JAI,GOI,2024-01-17,96,A321,120,40,134480,129353
FL115321,GOI-MAA,GOI,MAA,2024-03-20,95,ATR72,120,90,516960,165262
FL115322,DEL-HYD,DEL,HYD,2025-05-25,115,B787,78,53,136475,185729
FL115323,BLR-MAA,BLR,MAA,2024-09-16,105,A320,150,82,248214,181966
FL115324,PNQ-DEL,PNQ,DEL,2024-06-13,76,Q400,180,53,321551,151876
FL115325,JAI-CCU,JAI,CCU,2024-04-12,124,A321,150,83,380306,178382
FL115326,GOI-AMD,GOI,AMD,2025-06-03,109,B787,150,130,833690,188929
FL115327,AMD-GOI,AMD,GOI,2024-03-29,96,ATR72,120,72,455904,147093
FL115328,HYD-AMD,HYD,AMD,2024-01-14,159,A320,70,43,262601,106941
FL115329,MAA-AMD,MAA,AMD,2025-01-13,100,Q400,180,134,592146,128626
FL115330,CCU-JAI,CCU,JAI,2024-02-29,103,B737,180,136,369920,153112
FL115331,BLR-CCU,BLR,CCU,2024-12-21,83,B737,180,152,955168,181408
FL115332,PNQ-AMD,PNQ,AMD,2024-07-02,136,ATR72,150,77,205282,166318
FL115333,HYD-BLR,HYD,BLR,2025-09-03,169,A321,78,47,172020,107794
FL115334,AMD-GOI,AMD,GOI,2024-01-27,166,B787,78,77,266266,81080
FL115335,BLR-AMD,BLR,AMD,2025-03-06,96,Q400,70,37,216968,143647
FL115336,MAA-PNQ,MAA,PNQ,2025-06-23,157,B787,78,72,354816,173930
FL115337,CCU-HYD,CCU,HYD,2025-05-09,167,B787,90,74,398490,197941
FL115338,DEL-JAI,DEL,JAI,2025-11-25,113,A320,90,59,240838,106153
FL115339,GOI-BOM,GOI,BOM,2025-08-17,65,A320,78,68,231132,191051
FL115340,HYD-PNQ,HYD,PNQ,2025-01-30,98,ATR72,120,86,546616,116105
FL115341,DEL-MAA,DEL,MAA,2024-07-03,98,B737,70,39,123435,94322
FL115342,PNQ-MAA,PNQ,MAA,2024-11-29,147,B787,78,71,198871,166405
FL115343,PNQ-JAI,PNQ,JAI,2025-09-06,146,B787,150,114,684912,93608
FL115344,MAA-CCU,MAA,CCU,2024-05-27,171,B737,90,57,242592,118277
FL115345,MAA-GOI,MAA,GOI,2024-01-15,111,B787,150,45,143910,149494
FL115346,MAA-CCU,MAA,CCU,2025-08-20,143,B737,78,57,336699,94354
FL115347,GOI-PNQ,GOI,PNQ,2025-03-09,99,B737,70,51,315129,86578
FL115348,MAA-JAI,MAA,JAI,2025-03-23,166,A320,78,75,353550,182096
FL115349,CCU-MAA,CCU,MAA,2025-06-10,80,A321,150,72,466272,194223
FL115350,PNQ-BLR,PNQ,BLR,2024-04-23,69,B737,180,67,238989,126516
FL115351,AMD-HYD,AMD,HYD,2025-09-07,103,A320,90,46,118910,185717
FL115352,GOI-AMD,GOI,AMD,2024-05-22,93,Q400,120,119,739704,186747
FL115353,AMD-MAA,AMD,MAA,2024-10-23,134,ATR72,180,82,272240,129744
FL115354,GOI-DEL,GOI,DEL,2024-11-07,160,A321,90,53,289804,126386
FL115355,MAA-CCU,MAA,CCU,2024-07-15,109,ATR72,120,66,251658,104692
FL115356,DEL-PNQ,DEL,PNQ,2025-07-23,135,B787,78,76,381748,161271
FL115357,BLR-BOM,BLR,BOM,2025-06-16,95,A320,150,134,647354,99715
FL115358,JAI-HYD,JAI,HYD,2024-07-10,176,B737,90,74,209198,189901
FL115359,JAI-DEL,JAI,DEL,2025-06-10,174,A321,180,41,173143,155702
FL115360,CCU-BLR,CCU,BLR,2025-02-25,103,ATR72,180,131,419200,175107
FL115361,BOM-DEL,BOM,DEL,2024-10-07,86,ATR72,120,62,333374,126618
FL115362,BLR-BOM,BLR,BOM,2024-10-16,164,B737,70,55,301070,93590
FL115363,MAA-BOM,MAA,BOM,2024-07-16,68,B787,120,46,257140,96310
FL115364,AMD-JAI,AMD,JAI,2024-02-15,117,ATR72,70,56,179088,150499
FL115365,BOM-GOI,BOM,GOI,2024-10-30,143,Q400,70,62,248620,80674
FL115366,DEL-BLR,DEL,BLR,2025-05-24,67,A321,70,42,199122,101087
FL115367,MAA-AMD,MAA,AMD,2024-06-15,92,A321,150,143,571714,195332
FL115368,BOM-BLR,BOM,BLR,2025-01-07,142,B787,78,48,199824,144092
FL115369,GOI-AMD,GOI,AMD,2025-05-29,87,A320,90,88,550616,93439
FL115370,CCU-MAA,CCU,MAA,2024-11-29,91,A321,90,35,124390,132351
FL115371,JAI-DEL,JAI,DEL,2025-10-26,77,B787,78,58,350494,97804
FL115372,HYD-BLR,HYD,BLR,2025-05-07,93,A321,120,97,299342,94910
FL115373,MAA-JAI,MAA,JAI,2024-05-22,158,A321,180,112,661024,131685
FL115374,BOM-PNQ,BOM,PNQ,2024-05-08,165,A320,78,63,353745,160765
FL115375,MAA-CCU,MAA,CCU,2025-06-21,138,A320,120,88,245872,80221
FL115376,AMD-DEL,AMD,DEL,2024-01-31,139,A320,90,36,188100,144164
FL115377,CCU-JAI,CCU,JAI,2024-12-01,164,B737,180,178,827166,107306
FL115378,CCU-JAI,CCU,JAI,2024-04-26,123,Q400,150,66,296406,97791
FL115379,GOI-JAI,GOI,JAI,2024-01-01,106,A320,120,72,227160,95698
FL115380,AMD-BOM,AMD,BOM,2025-03-17,113,ATR72,120,59,214465,94338
FL115381,CCU-DEL,CCU,DEL,2025-03-02,154,Q400,90,77,275891,145356
FL115382,DEL-PNQ,DEL,PNQ,2025-04-08,121,B787,78,43,139234,120805
FL115383,JAI-BOM,JAI,BOM,2024-12-10,84,B787,70,52,297440,121144
FL115384,BOM-HYD,BOM,HYD,2025-03-10,65,Q400,78,74,414548,92417
FL115385,DEL-BLR,DEL,BLR,2025-05-03,136,B787,180,55,257895,87978
FL115386,PNQ-BLR,PNQ,BLR,2025-09-26,145,A321,70,50,317200,160642
FL115387,PNQ-CCU,PNQ,CCU,2025-10-13,75,A321,180,59,159182,93759
FL115388,BOM-JAI,BOM,JAI,2024-07-28,143,A321,150,91,494676,172901
FL115389,MAA-AMD,MAA,AMD,2025-04-10,166,A321,70,32,135232,184454
FL115390,PNQ-MAA,PNQ,MAA,2024-04-10,140,ATR72,78,43,139793,97795
FL115391,DEL-BLR,DEL,BLR,2025-11-27,114,Q400,150,63,394632,134458
FL115392,JAI-DEL,JAI,DEL,2025-10-21,109,B737,180,150,544650,153948
FL115393,JAI-PNQ,JAI,PNQ,2025-03-17,150,ATR72,70,59,243847,149158
FL115394,GOI-BLR,GOI,BLR,2024-09-20,65,B787,78,36,119736,94244
FL115395,PNQ-BOM,PNQ,BOM,2025-11-28,107,B787,90,83,356319,166128
FL115396,DEL-HYD,DEL,HYD,2025-10-15,155,Q400,120,34,202640,145014
FL115397,MAA-PNQ,MAA,PNQ,2024-04-10,168,B737,120,69,323955,144943
FL115398,DEL-MAA,DEL,MAA,2024-03-18,106,Q400,150,60,186120,187872
FL115399,HYD-PNQ,HYD,PNQ,2025-06-23,118,A321,120,100,272800,185006
FL115400,DEL-CCU,DEL,CCU,2024-08-27,146,B737,180,56,301168,107283
FL115401,AMD-DEL,AMD,DEL,2024-10-29,71,A321,180,49,212856,188881
FL115402,BLR-AMD,BLR,AMD,2025-01-20,86,B787,180,169,768443,91165
FL115403,BOM-CCU,BOM,CCU,2025-10-08,113,A321,78,77,476322,167136
FL115404,BLR-BOM,BLR,BOM,2025-08-06,88,B737,150,36,174852,84844
FL115405,MAA-BOM,MAA,BOM,2024-03-11,71,ATR72,180,165,557535,173084
FL115406,AMD-BOM,AMD,BOM,2024-01-29,114,Q400,90,56,192472,193338
FL115407,DEL-PNQ,DEL,PNQ,2025-05-14,112,ATR72,150,148,925000,144143
FL115408,JAI-MAA,JAI,MAA,2025-12-26,124,B737,120,103,278718,83226
FL115409,MAA-HYD,MAA,HYD,2024-12-18,87,A320,150,113,679582,148762
FL115410,HYD-AMD,HYD,AMD,2024-10-10,134,ATR72,150,88,399696,172458
FL115411,MAA-PNQ,MAA,PNQ,2025-05-28,155,B787,150,42,156618,192844
FL115412,HYD-PNQ,HYD,PNQ,2025-10-27,117,B787,78,60,162660,151103
FL115413,AMD-MAA,AMD,MAA,2025-04-21,131,ATR72,78,61,189893,105512
FL115414,AMD-BOM,AMD,BOM,2025-05-18,87,A321,120,120,389760,184050
FL115415,PNQ-MAA,PNQ,MAA,2025-08-27,62,B787,120,63,337113,156069
FL115416,AMD-HYD,AMD,HYD,2025-04-13,120,B737,70,49,163464,140821
FL115417,HYD-DEL,HYD,DEL,2025-10-26,78,A320,90,84,303324,129665
FL115418,BLR-BOM,BLR,BOM,2025-08-06,119,A321,78,71,416060,148988
FL115419,PNQ-BLR,PNQ,BLR,2024-12-29,137,A321,90,34,102850,186918
FL115420,CCU-BOM,CCU,BOM,2025-08-15,135,A320,78,44,231000,157719
FL115421,BOM-DEL,BOM,DEL,2024-02-07,131,A320,90,77,194887,115162
FL115422,CCU-BLR,CCU,BLR,2025-07-30,149,A320,150,35,167020,135317
FL115423,PNQ-AMD,PNQ,AMD,2025-05-21,104,A321,70,50,256950,181383
FL115424,DEL-HYD,DEL,HYD,2025-08-03,93,B787,150,108,384156,93079
FL115425,BOM-PNQ,BOM,PNQ,2024-07-25,86,Q400,90,60,175200,118532
FL115426,MAA-BLR,MAA,BLR,2025-08-30,81,A321,78,64,187008,129598
FL115427,BLR-HYD,BLR,HYD,2024-02-07,145,B737,78,49,185808,179738
FL115428,BLR-JAI,BLR,JAI,2024-04-21,161,B787,78,44,142912,139288
FL115429,HYD-CCU,HYD,CCU,2025-10-16,143,B787,150,121,533610,83246
FL115430,HYD-GOI,HYD,GOI,2024-12-27,74,A321,78,63,364581,80005
FL115431,JAI-BOM,JAI,BOM,2024-09-03,180,B787,120,107,671318,157091
FL115432,BLR-PNQ,BLR,PNQ,2025-03-10,74,B737,180,165,877140,80322
FL115433,JAI-BOM,JAI,BOM,2024-04-18,82,A320,150,66,425502,148591
FL115434,CCU-DEL,CCU,DEL,2024-09-13,86,A320,120,116,588932,105528
FL115435,BLR-BOM,BLR,BOM,2025-04-13,79,Q400,70,52,248716,99666
FL115436,GOI-AMD,GOI,AMD,2024-10-26,89,B737,150,121,588665,140070
FL115437,GOI-MAA,GOI,MAA,2025-10-03,175,Q400,120,66,166188,100539
FL115438,CCU-PNQ,CCU,PNQ,2024-01-31,67,Q400,90,63,227178,127349
FL115439,GOI-MAA,GOI,MAA,2024-10-03,173,A321,150,93,511128,187400
FL115440,MAA-DEL,MAA,DEL,2024-10-27,77,Q400,78,34,176970,122271
FL115441,HYD-MAA,HYD,MAA,2024-02-05,82,B787,70,69,418071,156151
FL115442,BLR-BOM,BLR,BOM,2025-01-20,128,B787,70,41,120335,174119
FL115443,CCU-MAA,CCU,MAA,2024-09-06,79,B787,120,32,193280,161395
FL115444,GOI-BOM,GOI,BOM,2025-12-09,143,A320,120,62,298282,119206
FL115445,BOM-CCU,BOM,CCU,2025-08-01,150,B787,120,59,153577,126962
FL115446,AMD-MAA,AMD,MAA,2025-04-22,177,B737,90,62,325004,171256
FL115447,GOI-AMD,GOI,AMD,2024-01-21,179,ATR72,120,83,435667,87469
FL115448,PNQ-BLR,PNQ,BLR,2025-08-10,138,B787,90,61,307623,123363
FL115449,BLR-PNQ,BLR,PNQ,2024-05-01,157,A320,120,53,160537,136622
FL115450,PNQ-HYD,PNQ,HYD,2025-08-04,66,B737,90,61,155550,171212
FL115451,JAI-PNQ,JAI,PNQ,2025-12-29,106,B787,120,101,395213,95830
FL115452,CCU-JAI,CCU,JAI,2025-09-05,96,A320,180,110,709720,99268
FL115453,BLR-CCU,BLR,CCU,2025-11-14,121,Q400,180,132,659604,174262
FL115454,BOM-GOI,BOM,GOI,2025-05-04,80,B787,120,54,338202,198990
FL115455,JAI-AMD,JAI,AMD,2024-12-04,139,Q400,180,122,467382,120244
FL115456,AMD-CCU,AMD,CCU,2025-08-18,90,ATR72,150,86,427936,156110
FL115457,JAI-CCU,JAI,CCU,2024-03-28,159,A320,150,122,310002,91580
FL115458,PNQ-HYD,PNQ,HYD,2025-03-25,99,ATR72,90,86,344688,90613
FL115459,DEL-AMD,DEL,AMD,2025-07-04,69,ATR72,150,33,141801,155776
FL115460,MAA-HYD,MAA,HYD,2025-06-22,97,A320,120,53,234949,190230
FL115461,BOM-JAI,BOM,JAI,2024-11-05,178,A320,70,57,332538,177349
FL115462,BOM-CCU,BOM,CCU,2025-09-03,163,B737,120,32,192448,106355
FL115463,DEL-AMD,DEL,AMD,2025-06-22,151,B787,70,69,378327,154931
FL115464,BLR-JAI,BLR,JAI,2024-12-30,90,A320,78,48,136848,118813
FL115465,DEL-HYD,DEL,HYD,2025-04-06,163,A320,78,72,459576,95473
FL115466,MAA-PNQ,MAA,PNQ,2024-10-14,150,A320,70,31,192851,82301
FL115467,BLR-HYD,BLR,HYD,2024-02-13,176,B787,90,48,286368,100763
FL115468,JAI-GOI,JAI,GOI,2024-04-30,72,A321,90,64,270208,80437
FL115469,PNQ-AMD,PNQ,AMD,2024-09-01,62,Q400,150,45,232920,109930
FL115470,AMD-CCU,AMD,CCU,2024-03-09,97,Q400,70,40,187400,164070
FL115471,HYD-BOM,HYD,BOM,2024-03-30,161,Q400,78,45,270270,126173
FL115472,BOM-DEL,BOM,DEL,2024-02-22,164,B787,180,169,817115,143165
FL115473,HYD-CCU,HYD,CCU,2024-03-28,118,A320,120,39,134628,189912
FL115474,BOM-HYD,BOM,HYD,2025-01-09,80,Q400,150,56,168672,143909
FL115475,BLR-JAI,BLR,JAI,2024-01-07,68,A320,90,32,104288,193280
FL115476,CCU-GOI,CCU,GOI,2025-12-04,160,B787,150,102,296820,151577
FL115477,CCU-DEL,CCU,DEL,2024-09-19,138,B787,90,74,332038,137818
FL115478,JAI-BLR,JAI,BLR,2025-02-08,105,B787,90,59,315237,95782
FL115479,BLR-GOI,BLR,GOI,2024-01-30,131,ATR72,150,44,138204,134781
FL115480,AMD-MAA,AMD,MAA,2024-03-11,139,B787,180,161,593607,166942
FL115481,GOI-DEL,GOI,DEL,2024-12-31,73,B737,78,31,79887,136507
FL115482,CCU-HYD,CCU,HYD,2025-03-01,77,A320,78,33,94941,114765
FL115483,BLR-GOI,BLR,GOI,2025-09-02,98,A320,120,76,266228,170626
FL115484,BOM-MAA,BOM,MAA,2025-02-23,137,B737,120,106,415202,111283
FL115485,JAI-AMD,JAI,AMD,2025-11-14,77,A320,180,71,209237,122824
FL115486,DEL-BOM,DEL,BOM,2024-11-22,177,A321,120,91,492765,165473
FL115487,CCU-JAI,CCU,JAI,2024-07-10,69,Q400,78,71,250133,167622
FL115488,AMD-DEL,AMD,DEL,2025-12-18,104,Q400,180,41,141122,181547
FL115489,HYD-DEL,HYD,DEL,2024-12-09,180,Q400,90,43,159315,87641
FL115490,GOI-JAI,GOI,JAI,2024-03-05,141,B737,78,68,351900,195557
FL115491,HYD-DEL,HYD,DEL,2024-10-27,124,A320,120,82,356454,195957
FL115492,GOI-BLR,GOI,BLR,2024-09-03,152,A320,180,81,239679,107624
FL115493,MAA-PNQ,MAA,PNQ,2024-08-29,145,A321,78,41,184869,133465
FL115494,DEL-PNQ,DEL,PNQ,2025-10-08,150,ATR72,78,62,279310,115972
FL115495,AMD-BOM,AMD,BOM,2024-08-12,147,B737,70,43,155961,94505
FL115496,AMD-PNQ,AMD,PNQ,2025-03-15,177,ATR72,120,43,184083,163576
FL115497,BLR-GOI,BLR,GOI,2024-12-16,74,ATR72,150,82,467482,170640
FL115498,MAA-BLR,MAA,BLR,2025-10-29,145,A321,90,58,192676,171555
FL115499,GOI-PNQ,GOI,PNQ,2024-02-10,166,A321,120,48,244896,180747
FL115500,HYD-CCU,HYD,CCU,2024-11-09,134,A321,90,32,137248,171379
FL115501,HYD-AMD,HYD,AMD,2025-10-18,61,B787,150,93,332010,181284
FL115502,AMD-BOM,AMD,BOM,2024-10-20,92,B787,120,45,170910,193474
FL115503,AMD-PNQ,AMD,PNQ,2024-09-13,114,A320,150,143,415272,187674
FL115504,BOM-DEL,BOM,DEL,2024-03-13,86,A320,120,110,593120,167774
FL115505,JAI-BOM,JAI,BOM,2025-01-20,174,A320,120,39,168675,83374
FL115506,DEL-PNQ,DEL,PNQ,2025-08-27,122,B737,120,82,332346,81719
FL115507,BLR-DEL,BLR,DEL,2024-01-21,174,Q400,180,89,451764,166996
FL115508,CCU-AMD,CCU,AMD,2025-04-19,86,Q400,180,136,414936,129648
FL115509,HYD-PNQ,HYD,PNQ,2025-07-21,104,Q400,120,61,181292,89104
FL115510,BLR-AMD,BLR,AMD,2025-08-27,145,Q400,70,54,178848,170617
FL115511,MAA-HYD,MAA,HYD,2025-04-27,128,A321,70,32,151200,135312
FL115512,BOM-DEL,BOM,DEL,2024-08-01,174,Q400,150,87,536877,134293
FL115513,HYD-DEL,HYD,DEL,2024-09-19,66,A320,70,62,289044,167883
FL115514,AMD-GOI,AMD,GOI,2024-11-06,175,A321,120,65,366600,127837
FL115515,PNQ-HYD,PNQ,HYD,2025-03-12,80,Q400,120,54,151362,104832
FL115516,PNQ-AMD,PNQ,AMD,2024-01-07,179,B737,180,142,514750,158660
FL115517,CCU-BOM,CCU,BOM,2025-03-22,89,B787,120,76,235524,98018
FL115518,GOI-CCU,GOI,CCU,2024-06-24,158,B737,150,78,196872,170410
FL115519,PNQ-JAI,PNQ,JAI,2024-07-19,95,A320,90,77,321244,111050
FL115520,BLR-JAI,BLR,JAI,2024-08-13,99,A320,70,61,217587,144449
FL115521,PNQ-BOM,PNQ,BOM,2025-09-04,94,A321,90,86,397750,151193
FL115522,MAA-BLR,MAA,BLR,2024-11-19,157,A320,78,38,232712,89846
FL115523,GOI-BOM,GOI,BOM,2024-06-28,60,B737,90,56,359296,136575
FL115524,BOM-JAI,BOM,JAI,2024-12-11,109,Q400,120,93,411804,110519
FL115525,HYD-BOM,HYD,BOM,2024-11-19,73,A320,70,50,316550,112662
FL115526,HYD-PNQ,HYD,PNQ,2024-04-16,61,B737,180,83,256553,91477
FL115527,HYD-GOI,HYD,GOI,2025-04-07,121,B737,120,78,316524,197169
FL115528,BOM-DEL,BOM,DEL,2025-09-10,117,B737,90,60,216840,112036
FL115529,AMD-CCU,AMD,CCU,2025-09-28,88,A321,90,33,126027,127927
FL115530,MAA-PNQ,MAA,PNQ,2025-05-26,151,B737,90,83,481317,151091
FL115531,PNQ-DEL,PNQ,DEL,2025-05-05,143,A320,78,34,209916,160568
FL115532,GOI-JAI,GOI,JAI,2025-08-03,103,A320,78,58,162458,132878
FL115533,MAA-BLR,MAA,BLR,2025-05-06,83,A320,78,77,217679,171764
FL115534,JAI-PNQ,JAI,PNQ,2025-02-10,180,B737,78,64,239616,176108
FL115535,MAA-PNQ,MAA,PNQ,2025-05-12,126,A321,150,113,421151,111257
FL115536,HYD-PNQ,HYD,PNQ,2024-03-16,94,A321,90,76,261592,177965
FL115537,BLR-JAI,BLR,JAI,2024-11-01,173,B787,90,49,151459,160854
FL115538,JAI-AMD,JAI,AMD,2024-12-05,87,A320,78,77,463617,122782
FL115539,CCU-BLR,CCU,BLR,2025-01-08,173,ATR72,180,97,311758,136984
FL115540,BOM-MAA,BOM,MAA,2025-04-11,104,ATR72,120,69,318090,80993
FL115541,BOM-GOI,BOM,GOI,2024-11-29,109,A321,90,81,484380,169149
FL115542,GOI-HYD,GOI,HYD,2025-02-28,143,B737,120,79,446271,111526
FL115543,DEL-HYD,DEL,HYD,2024-04-21,97,B787,120,84,338016,153470
FL115544,BLR-GOI,BLR,GOI,2025-03-31,79,B737,120,78,205920,146559
FL115545,BLR-HYD,BLR,HYD,2024-02-22,118,A321,78,44,166012,95852
FL115546,BOM-GOI,BOM,GOI,2024-07-10,85,B787,70,65,335530,198662
FL115547,JAI-GOI,JAI,GOI,2025-05-25,87,A320,150,115,570055,95397
FL115548,HYD-CCU,HYD,CCU,2024-02-17,78,ATR72,120,71,453690,182969
FL115549,HYD-CCU,HYD,CCU,2025-05-05,68,A321,78,66,394416,112253
FL115550,BOM-GOI,BOM,GOI,2025-11-01,117,B737,150,103,509541,194880
FL115551,JAI-DEL,JAI,DEL,2024-02-18,103,ATR72,180,35,94780,199775
FL115552,BOM-GOI,BOM,GOI,2025-06-24,75,A320,90,86,512474,114405
FL115553,AMD-GOI,AMD,GOI,2024-07-25,164,B787,120,51,244545,125254
FL115554,AMD-BLR,AMD,BLR,2025-06-04,179,A321,120,50,148150,98159
FL115555,AMD-GOI,AMD,GOI,2024-01-22,154,A320,120,92,540592,185893
FL115556,MAA-HYD,MAA,HYD,2025-04-15,127,A321,70,64,286976,150125
FL115557,PNQ-BOM,PNQ,BOM,2025-02-14,112,A321,150,63,189315,126189
FL115558,AMD-BLR,AMD,BLR,2024-08-08,110,A320,90,47,305312,121986
FL115559,DEL-BOM,DEL,BOM,2025-08-19,137,A320,120,67,292388,138030
FL115560,CCU-AMD,CCU,AMD,2025-10-10,90,B737,70,55,182930,151227
FL115561,PNQ-AMD,PNQ,AMD,2024-01-20,101,A321,150,85,378335,97266
FL115562,JAI-AMD,JAI,AMD,2025-10-05,160,A321,78,41,132266,184805
FL115563,BLR-BOM,BLR,BOM,2024-10-29,161,A320,78,70,286580,172955
FL115564,MAA-AMD,MAA,AMD,2025-07-02,106,B737,120,58,299106,184116
FL115565,DEL-BLR,DEL,BLR,2024-05-10,178,A321,90,57,161709,153908
FL115566,DEL-MAA,DEL,MAA,2025-01-09,63,B737,180,160,593120,91938
FL115567,AMD-DEL,AMD,DEL,2024-09-03,132,ATR72,90,31,125984,148605
FL115568,GOI-HYD,GOI,HYD,2024-03-20,78,ATR72,78,47,228984,117131
FL115569,AMD-HYD,AMD,HYD,2025-03-22,130,Q400,180,107,387982,180496
FL115570,GOI-BLR,GOI,BLR,2024-06-16,133,B737,180,62,384586,86818
FL115571,DEL-PNQ,DEL,PNQ,2025-04-22,147,ATR72,180,41,108199,81278
FL115572,JAI-CCU,JAI,CCU,2025-08-30,86,B787,70,47,290554,142750
